date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,FL153020005.Q,FL153030005.Q,LM153030505.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
2001:Q3,52589657,19180549,15670952,14303298,1367654,137173,61064,3311360,33409108,395143,3317475,48388,1492368,1615103,120799,456417,528949,508937,911529,811771,99758,0,5695017,5288308,2171629,893567,10972831,124233,483518,7928728,144462,7617707,5197688,1814351,51575,417074,137019,146946,19613,44660929,2621500,11636,4926,6710,8231502,8089044,142458,853992,7883495,566.5117982562472,9105610,63.66091232945017
2001:Q4,54241831,19536454,15970560,14650451,1320109,140201,61393,3364300,34705377,474514,3322080,48676,1567428,1553317,118195,401350,519545,514227,870422,769448,100974,0,6411338,5238688,2414122,924317,11264992,124458,491026,8058363,151328,7740775,5311924,1891827,38256,359161,139607,146796,19464,46183468,2619000,13578,11019,2559,8331888,8188531,143357,861331,7755899,595.4624709711416,9338527,63.74224674039045
2002:Q1,55059087,19996435,16391580,15027821,1363759,144247,62314,3398294,35062652,413850,3484023,47771,1536693,1511474,102448,381057,532269,495700,863662,760905,102757,0,6445753,5287326,2427989,951100,11468878,125643,498490,8192884,153440,7868521,5448954,1883516,36206,357857,141988,151127,19796,46866202,2597250,17863,15222,2641,8409792,8265803,143989,872630,7957569,588.9512550029483,9578867,63.740888482768064
2002:Q2,54637304,20399887,16745768,15382630,1363138,148223,62907,3442989,34237417,406744,3498351,48219,1485487,1621038,63841,368340,589713,599144,836568,732506,104062,0,5784156,5356364,2274808,963864,11321266,126828,513724,8382311,156625,8050562,5625190,1917644,25579,337780,144369,155458,19666,46254992,2575500,21789,18374,3415,8553512,8407788,145724,884832,8080919,572.3976724788397,9757440,63.431543403176185
2002:Q3,53767373,20848863,17143180,15749009,1394171,151023,63876,3490784,32918510,407915,3614647,49781,1457111,1675865,50049,325537,629602,670677,837799,731925,105874,0,4683324,5456740,1964166,966107,11150675,128013,526366,8604969,158059,8266735,5819313,1951608,24324,324740,146750,159789,20386,45162403,2553750,22102,18616,3486,8685872,8538617,147255,895039,8132548,555.3290733078456,9929696,63.049653632174575
2002:Q4,54943316,21314635,17569382,16115799,1453583,154827,64242,3526184,33628681,450627,3618421,49937,1530305,1738131,3874,280015,645697,808545,831719,724082,107637,0,4981334,5314075,2055460,971245,11409472,129198,548758,8852997,163897,8504612,6016468,1997008,17774,324231,149131,164120,20368,46090319,2532000,26849,21950,4899,8927652,8777047,150605,907738,8220458,560.6782408848293,10099331,62.66726831229404
2003:Q1,55386861,21773575,18001728,16491272,1510456,157325,64939,3549583,33613286,444409,3808516,51628,1482264,1658492,92331,186303,631260,748598,847732,739095,108637,0,4664902,5431094,2044109,988227,11500246,130283,561385,9042347,167987,8686872,6190384,1989123,18834,337922,150609,165756,21732,46344515,2647250,27486,22204,5282,9204379,9050278,154101,923750,8285363,559.3540663944515,10300888,62.462665099453815
2003:Q2,57687556,22221168,18408324,16895940,1512384,160463,66323,3586058,35466388,454143,3877354,54115,1451615,1607275,68466,137826,683894,717089,948008,837798,110210,0,5503622,5575857,2365655,1020778,11904386,131368,572212,9433136,171757,9071914,6451292,2021930,21817,424788,152087,167392,22073,48254420,2762500,35415,25759,9656,9305986,9151359,154627,929738,8387901,575.2859952389747,10444648,61.817501719347966
2003:Q3,58852596,22667224,18805332,17311879,1493453,163326,67723,3630843,36185372,413208,3931914,51146,1401333,1585110,62762,235451,660200,626697,949210,838833,110377,0,5849244,5691609,2471996,1046778,12070096,132453,591276,9689314,174523,9323672,6694832,2059675,14918,400682,153565,169028,22091,49163282,2877750,39661,29485,10176,9465293,9309237,156056,941889,8586985,572.5325281358553,10617047,61.32810309036933
2003:Q4,61029006,23179972,19265993,17742705,1523288,167565,68813,3677601,37849034,443813,3961919,52841,1364121,1730226,69021,296622,677782,686801,945484,834131,111353,0,6567370,5776278,2734013,1071080,12456641,133538,611710,9948568,177703,9578206,6902033,2102932,57395,360803,155043,170664,21995,51080439,2993000,45771,35076,10695,9733240,9574002,159238,959906,8652611,590.3471049543996,10840672,61.09931941042812
2004:Q1,63713508,24021741,20043145,18433992,1609153,171030,69800,3737766,39691767,430107,4116930,55204,1323820,2538160,71242,267588,1481168,718162,968460,855016,113444,0,6860871,5947690,2905547,1076843,12712855,135946,619334,10144328,190238,9757410,7077817,2096472,55903,370986,156232,174759,21921,53569180,3069500,50532,39470,11062,10045415,9882320,163095,980147,8758765,611.6065500220784,11356175,61.604534709573485
2004:Q2,64932638,24783728,20742176,19045598,1696578,175802,70636,3795114,40148910,405542,4219601,57889,1280612,2387403,29415,213673,1470262,674054,1002002,886362,115640,0,6849533,6296240,2861458,1091284,12932082,138354,626909,10458869,195777,10061543,7346342,2114539,55819,387422,157421,178854,22695,54473769,3146000,54349,42921,11428,10351126,10184361,166765,1003113,8907978,611.5166578274022,11699256,61.42761177674757
2004:Q3,66487624,25654690,21576240,19773076,1803164,179092,71498,3827860,40832934,389169,4271380,58864,1238347,2541867,-21131,279466,1552551,730982,997273,879672,117601,0,6751784,6649371,2923570,1102570,13123514,140762,644462,10739138,197062,10336097,7591240,2164875,34888,386484,158610,182949,23030,55748486,3222500,57638,45691,11947,10656645,10486072,170573,1031664,9009501,618.7744060309047,12181836,61.608198946891214
2004:Q4,69041550,26440227,22285402,20467531,1817871,183824,72782,3898219,42601323,442758,4348767,61764,1240100,2632279,48280,400053,1603867,580079,1060445,940187,120258,0,7288993,6787699,3187686,1129170,13612068,143170,666424,11095501,201285,10683672,7844755,2220119,33548,425451,159799,187044,23500,57946049,3299000,64689,52223,12466,10933637,10759960,173677,1064149,9192274,630.3777363548224,12622776,61.67219680771462
2005:Q1,70169056,27238543,23021099,21134037,1887062,188589,73716,3955139,42930513,437218,4481089,67402,1197229,2573717,5999,362270,1609496,595952,1050514,927459,123055,0,7337442,6948919,3162703,1129787,13718970,145638,679885,11303792,204405,10884653,8073089,2204974,21341,423465,161784,190970,23764,58865264,3330500,67550,54588,12962,11196491,11019529,176962,1087155,9120285,645.4322869404469,13060948,61.800535316560676
2005:Q2,72034213,28054662,23768957,21834296,1934661,192369,74976,4018360,43979551,397931,4588028,64549,1173209,2703564,-46354,450946,1672098,626874,1056757,931481,125276,0,7591637,7243146,3209518,1136242,13977986,148106,688878,11639452,206671,11213411,8363758,2232389,29066,424429,163769,194896,24474,60394761,3362000,72357,58899,13458,11504946,11324043,180903,1108090,9261799,652.084556217638,13470538,61.69440040567372
2005:Q3,74109836,28969533,24641064,22612034,2029030,194699,75855,4057915,45140303,341431,4749756,66584,1190848,2503718,-77886,394980,1683788,502836,1054483,928022,126461,0,7994834,7587290,3361637,1152863,14270187,150574,716097,12000410,212645,11565208,8661218,2278385,29901,429950,165754,198822,23735,62109426,3393500,78150,64471,13679,11893621,11706853,186768,1141050,9396375,660.9934771656448,13950816,61.696422356343525
2005:Q4,75814056,29773062,25391991,23291664,2100327,197724,77077,4106270,46040994,355710,4812507,63847,1261824,2581390,-135207,427591,1707328,581678,1054751,928518,126233,0,8118852,7776138,3410003,1159509,14544971,153042,748450,12300316,215997,11858275,8923389,2320555,35739,410853,167739,202748,23296,63513740,3425000,82591,68691,13900,12244682,12053364,191318,1180524,9556135,664.6383693511245,14368275,61.688486490273945
2006:Q1,78147641,29977874,25537296,23374634,2162662,201595,78172,4160811,48169767,356396,5036094,67879,1263564,2646139,-21356,421470,1679714,566311,1140511,949755,123357,67399,9350224,7846637,3638404,1091029,14826958,155068,750864,12660079,218090,12211664,9222053,2337585,48300,431573,172153,206830,23495,65487562,3620500,89965,75324,14641,12561040,12365494,195546,1210816,9783857,669.342998490196,14152581,60.5467490956222
2006:Q2,78778535,30500108,26006870,23754495,2252375,205328,78680,4209230,48278427,340545,5109325,72666,1302150,2643851,-81690,343295,1716067,666179,1168977,981933,118284,68760,9054673,8071843,3585799,1092390,14925922,157094,753192,13017773,226581,12556604,9528080,2349611,59074,443272,176567,210912,23676,65760762,3816000,92883,77502,15381,12788320,12589892,198428,1241389,9906545,663.8112650204207,14226415,59.88935988746551
2006:Q3,80256536,30892805,26344787,24029723,2315064,210307,79433,4258278,49363731,299806,5240300,71749,1369575,2625468,-119118,390972,1752149,601465,1165986,981199,111442,73345,9342072,8285116,3730549,1115167,15204454,159120,754369,13346812,226713,12881372,9768870,2411441,66521,453559,180981,214994,23733,66909724,4011500,98260,82777,15483,12932710,12732624,200086,1264912,9992331,669.6107615166816,14260853,59.34672239043288
2006:Q4,81954261,31074284,26480372,24111167,2369205,215065,80588,4298259,50879977,318143,5314774,69946,1465930,2445263,-218919,310877,1766800,586505,1169904,988274,106790,74840,10032362,8398286,4015599,1146454,15570794,161146,771376,13612768,232268,13137527,9921245,2456716,86920,487251,185395,219076,23897,68341493,4207000,105694,90108,15586,13117069,12914667,202402,1298934,10097401,676.8226115557425,14189922,58.852074642426054
2007:Q1,83129882,30942387,26295495,23865300,2430195,220181,82079,4344632,52187495,329842,5514711,73534,1516991,2569408,-210529,378728,1778905,622304,1192771,1012249,102720,77802,10482916,8416678,4207171,1159681,15783612,163620,776560,13799323,234856,13316742,10123561,2440172,77551,486826,188632,223292,24433,69330559,4340000,112223,96089,16134,13226962,13022656,204306,1320789,10267698,675.2298211103632,13741739,57.58041591767127
2007:Q2,84158929,30982081,26281761,23755767,2525994,225183,83516,4391621,53176848,254054,5579106,79929,1579703,2483124,-274570,440642,1788529,528523,1246981,1071127,98091,77763,10594072,8557343,4481365,1186322,16167979,166094,800776,14093684,242198,13599515,10317070,2476966,78000,535610,191869,227508,24463,70065245,4605000,121995,105312,16683,13224748,13020241,204507,1333671,10406081,673.3105842306189,13438697,56.57025092054489
2007:Q3,85219081,30891507,26150014,23574827,2575187,228660,84891,4427942,54327574,158981,5716894,84843,1794804,2914023,-335734,659200,1787000,803557,1274788,1098440,94614,81734,10587430,8605046,4599404,1198472,16410495,168568,813825,14335317,243890,13834774,10499569,2555552,93326,491221,195106,231724,24929,70883764,4775000,128708,111670,17038,13253509,13048287,205222,1352698,10482565,676.2062886342136,13075258,55.462795124647144
2007:Q4,84541640,30591126,25798707,23244011,2554696,231681,85949,4474789,53950514,209447,5851584,87722,1967809,2910537,-368106,793230,1649230,836183,1389071,1214818,91717,82536,9880257,8453224,4541105,1206282,16449566,171042,832868,14532089,254974,14016246,10605292,2609477,100201,502933,198343,235940,24929,70009551,4748000,129939,112545,17394,13279424,13073488,205936,1376785,10602170,660.3322766910488,12638719,54.374088017769395
2008:Q1,82510434,29788990,24941686,22558176,2383510,235566,88360,4523378,52721444,221352,6039991,84065,2187063,2995922,-256470,797687,1598890,855815,1489782,1314174,89431,86177,9049166,7962055,4233398,1198197,16242121,172918,845414,14652267,257934,14125821,10676292,2602008,105697,541298,200526,242247,26265,67858167,4555000,125564,108281,17283,13273053,13066184,206869,1391857,10733994,632.1800333190189,11881884,52.67218413403637
2008:Q2,81359449,29295375,24416690,21999543,2417147,239323,90620,4548742,52064074,206741,5934260,78508,2113556,3094027,-218758,852544,1627880,832361,1489636,1307000,96358,86278,8435515,7856229,4285126,1209161,16333459,174794,853061,14605650,268404,14062035,10659395,2620453,87782,491696,202709,248554,26657,66753799,4580000,128624,111453,17171,13258998,13051323,207675,1403243,11061837,603.4603351337156,11340148,51.54719804861401
2008:Q3,79028404,28724854,23808543,21441411,2367132,245841,92737,4577733,50303550,225172,6079730,70526,2113460,3313236,-113238,1004358,1513287,908829,1484291,1290319,104607,89365,7362347,7581327,3734730,1207985,16083419,176670,870658,14719865,265820,14172708,10628423,2643813,120404,575176,204892,254861,26476,64308539,4225000,120070,103696,16374,13161369,12954065,207304,1426914,10964447,586.5187662376304,10812988,50.43039378331958
2008:Q4,75596687,28114160,23198904,20895624,2303280,255136,93873,4566247,47482527,483983,6079387,69892,2358434,3569513,30278,1059552,1531102,948581,1264290,1068152,107216,88922,5793155,7161911,2903376,1199279,15533068,178546,887694,14465061,264611,13911181,10553004,2643789,118885,388428,207075,261168,28101,61131626,3681000,104937,89360,15577,12993347,12787654,205693,1454351,10912439,560.2013122104712,10342620,49.49658359089922
2009:Q1,73648875,27449527,22542568,20367312,2175256,260008,94895,4552056,46199348,465047,6030504,65515,2330501,3862771,229710,867139,1641077,1124845,1190844,988376,112092,90376,5116388,6741033,2711996,1207948,15410977,178344,887480,14367990,265252,13803987,10550797,2578142,104896,365525,204627,271143,27608,59280885,3536000,100689,84767,15922,12881450,12676877,204573,1451828,10830420,547.3553641577031,9816515,48.19740081558136
2009:Q2,73997980,26699260,21790786,19944785,1846001,263492,96467,4548515,47298720,511260,5973481,65587,2209807,3480731,154562,494887,1695084,1136198,1199655,995448,116684,87523,6185604,6201507,3244625,1229267,15926986,178142,892069,14347624,268795,13771757,10521575,2548873,119697,379433,202179,281118,25954,59650356,3925000,114180,97880,16300,12698289,12495965,202324,1421812,10946227,544.9398792949494,9423210,47.24648573549427
2009:Q3,75796182,26339149,21443050,19637405,1805645,266310,98522,4531267,49457033,479289,5985549,66015,2046688,3701807,320111,465623,1857393,1058680,1217144,1009334,121024,86786,7250926,6072739,3819891,1252903,16484685,177940,901456,14345348,270569,13758114,10465885,2558711,137468,396319,199731,291093,25572,61450834,4325000,128983,112306,16677,12606765,12405239,201526,1395269,10888261,564.376933355867,9171520,46.704337971335825
2009:Q4,75906008,26045896,21115181,19417266,1697915,268585,101997,4560133,49860112,533527,6154221,62724,1962281,3547082,411902,306848,1866897,961435,1217623,1009560,125535,82528,7347511,5873363,4042550,1271025,16751625,177738,918842,14336189,272084,13739820,10416106,2555017,148616,422798,197283,301068,23217,61569819,4488000,134317,117043,17274,12699789,12496138,203651,1402453,10988307,560.3212477952395,9001160,46.35647469628319
2010:Q1,77055843,25985525,21062142,19314524,1747618,268560,104020,4550803,51070318,435620,6225719,58472,1753725,3826801,517189,337524,1900756,1071332,1221682,1008476,128771,84435,7744101,5961597,4301075,1278557,17177877,179254,905837,14230579,273018,13637719,10285363,2493057,216151,445612,197536,294123,25719,62825264,4644000,141578,123889,17689,12728381,12524508,203873,1402875,11096944,566.1492351562356,9029161,46.748037901425896
2010:Q2,76446939,26017673,21107533,19234644,1872889,272741,106488,4530911,50429266,453992,6174793,61341,1649489,4006299,765301,309550,1929123,1002325,1230408,1017194,130462,82752,7043100,6298164,4032632,1265611,17130482,180770,902186,14162834,270807,13578234,10217831,2478453,224652,459509,197789,287178,26615,62284105,4405000,135705,117601,18104,12648836,12446488,202348,1406188,11298797,551.2454594061284,9016813,46.87798224911259
2010:Q3,78440896,25868802,20961789,19090589,1871200,278713,107935,4520365,52572094,420814,6280284,63875,1645704,3929125,775050,337408,1994233,822434,1240956,1031209,132448,77299,7922768,6457645,4458008,1294756,17773625,182286,902248,14093212,268178,13521086,10141049,2503726,211097,467172,198042,280233,23715,64347684,4757000,148663,130030,18633,12651322,12449156,202166,1409634,11381992,565.3464206797789,8949540,46.87932886722353
2010:Q4,80087820,25650338,20718902,18821141,1897761,284802,111132,4535502,54437482,525533,6136283,67271,1790015,3957553,630790,315833,1900801,1110129,1255654,1053396,130931,71327,8685906,6551365,4729035,1308090,18339356,183802,907619,14079378,270306,13509916,9967278,2646811,213516,484016,198295,273288,25868,66008442,5029000,157970,138809,19161,12731988,12528761,203227,1414595,11498297,574.0714637912482,8853863,47.04211609699965
2011:Q1,81186788,25413583,20441638,18489961,1951677,289254,114428,4568263,55773205,607084,6242369,69608,1738512,3907706,502391,490426,1897782,1017107,1251713,1049135,132480,70098,9293665,6608713,4982424,1328508,18643154,187438,912311,14051725,270150,13477085,9926978,2628309,205326,516727,199745,278248,26242,67135063,5255000,166550,146892,19658,12770529,12567093,203436,1416234,11711592,573.2360140966213,8562983,46.311525481313886
2011:Q2,81555695,25328775,20307165,18379063,1928102,295158,117378,4609074,56226920,601498,6393002,65296,1712377,4048153,389549,516997,1975403,1166204,1293329,1090896,133419,69014,9179475,6660043,5048664,1347048,18770096,191074,916865,14002603,269492,13423180,9863818,2653077,189559,515531,201195,283208,26723,67553092,5315000,170237,149862,20375,12823109,12619243,203866,1431514,11803351,572.321298616294,8515245,46.33122482903509
2011:Q3,79632192,25258772,20207210,18291435,1915775,300721,120212,4630629,54373420,733592,6419335,64382,1684238,4408603,531073,560469,2033616,1283445,1289527,1085444,135970,68113,7687487,6751698,4500508,1355994,18345496,194710,937850,13991467,264638,13413188,9809389,2702175,198079,500900,202645,288168,25473,65640725,4910000,155553,134977,20576,12828991,12625441,203550,1445669,11921126,550.6252098122789,8482046,46.37168160945273
2011:Q4,81016973,25221102,20146436,18125966,2020470,307356,122656,4644654,55795871,814751,6505770,57360,1711674,4360599,543436,464379,2061020,1291764,1236373,1032332,136967,67074,8209616,6900618,4709010,1388536,18737311,198346,965908,13985409,263173,13403705,9759177,2756225,209424,474784,204095,293128,25403,67031564,5153000,165379,144602,20777,12844484,12641102,203382,1462769,11987448,559.1812731027643,8366789,46.15913436006666
2012:Q1,82948927,25074403,19957278,17936905,2020373,312098,126112,4678915,57874524,836687,6571740,56257,1648008,4248082,502082,351030,2055497,1339473,1242408,1044483,133889,64036,9210040,6915800,5283289,1392485,19308254,200605,960868,13925072,261454,13342388,9689683,2745041,202936,498446,206282,293991,27239,69023855,5550000,181375,160048,21327,12848778,12645235,203543,1483001,12252058,563.3653937685192,8247222,45.97906941024664
2012:Q2,83029552,25282649,20148372,18121999,2026373,316267,129046,4688964,57746903,792146,6624968,50697,1598534,4457689,662020,428104,2085834,1281731,1255810,1062047,130254,63509,8903212,7078724,5186201,1371896,19264818,202864,959344,13894788,256623,13314201,9621745,2790468,203076,490443,208469,294854,29110,69134764,5450000,179520,157644,21876,12930959,12726021,204938,1501759,12364178,559.1537400570484,8500254,46.90571939662948
2012:Q3,84977003,25589658,20435573,18359781,2075792,321344,132134,4700607,59387345,791055,6646114,52037,1645634,4558431,598301,444146,2079004,1436980,1252392,1065217,127142,60033,9452683,7321564,5496692,1385443,19618483,205123,961694,13907908,253002,13329669,9569948,2850453,203578,495034,210656,295717,29520,71069095,5700000,189956,167722,22234,13079894,12872506,207388,1506826,12301844,577.7109112158575,8789833,47.8754784711212
2012:Q4,85895552,25831637,20643347,18533875,2109472,326848,134002,4727440,60063915,922676,6757651,49480,1749274,4400415,703633,389607,2036004,1271171,1316628,1134674,123931,58023,9495200,7435275,5582882,1394910,19775271,207382,976871,13876912,248772,13305491,9508346,2912905,205724,465673,212843,296580,26069,72018640,5785000,194232,171640,22592,13233254,13023073,210181,1500370,12715043,566.4050037455648,9025529,48.697474219503476
2013:Q1,88716197,26304431,21080703,18942571,2138132,334274,136364,4753090,62411766,969448,6769898,52699,1672981,4166185,693469,299437,2027997,1145282,1296184,1116378,123571,56235,10818960,7545499,6031232,1407954,20488967,208797,982962,13847324,247294,13276974,9458402,2913773,205433,484449,214917,295990,27066,74868873,6123000,205333,182656,22677,13477847,13264471,213376,1507201,12254044,610.9727813465421,9484169,50.06801347082188
2013:Q2,89970108,26927850,21690000,19439674,2250326,341144,139886,4756820,63042258,992134,6808306,56511,1637997,3679957,613076,259313,1928647,878921,1351818,1174443,122917,54458,11100669,7906318,6000613,1413629,20891087,210212,993007,13866691,244084,13298239,9417191,2960193,210187,493677,216991,295400,28968,76103417,6189000,206426,183664,22762,13698002,13481813,216189,1528964,12353217,616.0615233050601,10022483,51.55684709527536
2013:Q3,92594488,27599582,22341889,19953063,2388826,348125,143106,4766462,64994906,1002388,6899721,56488,1665839,3567962,580940,299260,1879799,807963,1341111,1166274,122207,52630,11690989,8265460,6289845,1432193,21563910,211627,1007373,13922202,239769,13359660,9421888,3030297,201086,487324,219065,294810,27963,78672286,6487000,216253,193396,22857,13922503,13703429,219074,1550220,12447306,632.0426775020647,10531175,52.77974113548382
2013:Q4,94887775,27962106,22682766,20287782,2394984,354638,147368,4777334,66925669,1113136,6874415,52079,1680271,3410810,474195,265758,1850672,820185,1383432,1211274,120319,51839,12351503,8393010,6649194,1449988,22322944,213042,1031845,14094463,235395,13535776,9400183,3090468,215964,608022,221139,294220,29072,80793312,6819000,227078,204126,22952,14229801,14006521,223280,1583471,12510375,645.810474561028,10887599,53.66579254449796
2014:Q1,96681640,28237870,22948683,20581052,2367631,360307,149812,4779068,68443770,1142381,7064338,52511,1676708,3463275,399276,343830,1909589,810580,1428225,1259367,118215,50643,13138318,8375148,6849721,1463468,22535098,219912,1034667,14089556,234265,13524386,9356383,3096815,218618,629636,222934,300853,30052,82592084,6961000,233815,210223,23592,14539280,14310590,228690,1600648,12714403,649.5946652815556,11224669,54.53884961759973
2014:Q2,98922279,28797028,23481127,21006316,2474811,367116,151241,4797544,70125251,1154531,7131333,49794,1615152,3521106,296905,376028,1941642,906531,1408863,1243156,116224,49483,13866756,8635722,7127492,1483612,22861071,226782,1043038,14160620,233580,13588128,9338341,3164002,226955,634101,224729,307486,31426,84761659,7215000,244285,220552,23733,14583612,14353674,229938,1615824,12931863,655.4481703503441,11667975,55.54507987026378
2014:Q3,99606216,29295887,23935128,21395698,2539430,373801,153430,4833528,70310329,1128815,7265126,52688,1647053,3544757,252465,421454,1962965,907873,1443410,1281870,114004,47536,13616960,8908336,7027969,1494391,22901975,233652,1045197,14150939,230788,13575265,9340356,3242945,227500,537940,226524,314119,30767,85455277,7182000,243929,220552,23377,14853878,14619149,234729,1632925,13089118,652.8726949783334,12055342,56.34470069637364
2014:Q4,101225288,29664932,24276690,21645713,2630977,380723,155759,4851760,71560356,1084611,7414639,45720,1676780,3479872,241335,394201,1962003,882333,1433369,1273770,112004,47595,14211455,9132292,7120548,1516575,23153962,240522,1050011,14221217,228850,13641318,9345650,3309540,235770,522039,228319,320752,30297,87004071,7292000,247919,224302,23617,14894225,14658314,235911,1644703,13258193,656.228724304917,12300063,56.824476052140206
2015:Q1,102828470,30127123,24707394,21972657,2734737,388231,159158,4872340,72701347,1177024,7645394,44554,1642116,3512405,366494,402297,1963453,780161,1430702,1275523,108343,46836,14402763,9304023,7340702,1537350,23370792,240575,1052947,14200235,228332,13615077,9308870,3307066,244135,524084,230922,325419,31407,88628235,7400000,255835,231916,23919,15006143,14766895,239248,1659224,13380512,662.3680357747654,12663787,57.63429975719367
2015:Q2,103766954,30714490,25222690,22416548,2806142,395224,161490,4935086,73052464,1248566,7649205,39448,1621363,3394427,380425,422976,1934006,657020,1405205,1254260,104885,46060,14441946,9589558,7360981,1544961,23458149,240628,1058027,14326894,224926,13739610,9342133,3377752,254284,531916,233525,330086,32272,89440060,7380000,258524,234669,23855,15096651,14854406,242245,1666612,13487843,663.116113726926,13074415,58.32483663407943
2015:Q3,102894960,31200316,25672275,22854486,2817789,401414,162931,4963696,71694644,1113669,7831818,36141,1690340,3752370,602101,560624,1933024,656621,1375872,1229747,100656,45469,13286481,9749183,6846427,1542703,23156801,240681,1072158,14444958,222449,13855704,9381272,3463104,261131,514069,236128,334753,32052,88450002,7165000,244603,221415,23188,15253034,15006753,246281,1687060,13598262,650.4507855933725,13473214,58.952163702128324
2015:Q4,104419278,31553917,25992534,23180305,2812229,407721,163037,4990625,72865361,1198578,7983806,31884,1723637,3510609,617079,589111,1927824,376595,1358833,1216848,97073,44912,13879730,9795884,7010167,1557216,23484834,240734,1089448,14454436,220930,13862065,9441197,3400223,280613,501301,238731,339420,32021,89964842,7477000,253493,230481,23012,15371195,15121484,249711,1698681,13664798,658.3693480543342,13739108,59.270609252121574
2016:Q1,105581623,31857417,26241982,23461391,2780591,414756,163436,5037243,73724206,1279422,8148801,32610,1700819,3638116,735701,586774,1943290,372351,1398705,1259193,95131,44381,14177754,9734048,7018725,1572857,23680278,241530,1100541,14465900,221900,13869050,9430394,3412223,288500,495832,242101,341745,33205,91115723,7610000,258549,235412,23137,15526064,15274221,251843,1702538,13782355,661.1041686997614,14030997,59.804625394973385
2016:Q2,107460495,32574883,26895398,23996015,2899383,421352,166409,5091724,74885612,1239022,8203376,31300,1632907,3704693,786873,609463,2003719,304638,1401797,1264258,93781,43758,14633653,9995894,7160789,1599639,23923728,242326,1116488,14600228,221784,14000349,9480631,3476822,290474,506951,245471,344070,34025,92860267,7770000,266427,242702,23725,15816610,15560430,256180,1725390,13841829,670.8670277605654,14515384,60.49081066168696
2016:Q3,109319763,33209788,27502003,24502635,2999368,427969,168625,5111191,76109975,1128347,8549224,30800,1600035,3561419,777576,570762,1989083,223998,1369780,1234955,91670,43155,15023064,10179277,7415296,1618255,24263319,243122,1128037,14772773,219479,14173839,9551158,3561620,293039,519181,248841,346395,33060,94546990,7950000,271970,248114,23856,16142585,15881492,261093,1737075,13968108,676.8775667398905,14951477,61.01987398498162
2016:Q4,110092608,33671353,27927099,24902876,3024223,434808,172718,5136728,76421255,1129370,8693996,26270,1580196,3379537,730656,560763,1909969,178149,1342162,1209132,91721,41309,15344783,10180532,7364002,1617493,24372115,243918,1146881,14871068,217695,14272955,9596041,3636436,291257,497010,252211,348720,31698,95221540,8015000,275130,251910,23220,16443078,16177487,265591,1762545,14123300,674.2159382014119,15306835,61.466133469885165
2017:Q1,112513026,34103245,28302611,25318819,2983792,441135,174297,5185202,78409781,1308809,8764233,30802,1535523,3374484,703550,585633,1904077,181224,1354406,1224216,90773,39417,16194223,10190156,7791767,1635960,24830651,247921,1150846,14928217,217505,14327585,9641409,3630418,286703,515084,253971,350055,33072,97584809,8415000,289181,265620,23561,16604288,16335546,268742,1788846,14353057,679.8886731934527,15677410,61.919989238044636
2017:Q2,114835593,34867258,29037678,25839134,3198544,446548,176963,5206069,79968335,1306153,8681714,33902,1516014,3463268,743506,601854,1933162,184746,1349862,1220256,91546,38060,16673489,10680517,8042627,1644937,25163973,251924,1159955,15082532,220575,14477073,9706742,3682731,298603,533266,255731,351390,33494,99753061,8680000,300254,276157,24097,16856383,16583027,273356,1814672,14538770,686.1176079544556,16132392,62.4339499922869
2017:Q3,116661184,35353074,29505692,26345876,3159816,451991,179238,5216153,81308110,1223559,8805690,39830,1576512,3367997,661197,602603,1916427,187770,1332183,1207108,89297,35778,17126656,10777139,8404840,1661493,25545526,255927,1190758,15231418,217010,14628132,9788143,3749202,295294,538002,257491,352725,33551,101429766,8980000,306537,282237,24300,17037529,16759848,277681,1836392,14692114,690.3687624531092,16557733,62.84753257018289
2017:Q4,119373497,35873055,29965426,26746534,3218892,457951,182042,5267636,83500442,1339111,8836163,38974,1653051,3391007,676906,600271,1923125,190705,1282156,1158740,88266,35150,18163142,10955437,8727422,1678576,25973923,259930,1201550,15426147,218957,14819651,9858973,3830752,299147,571528,259251,354060,33479,103947350,9439000,318961,294382,24579,17209829,16928824,281005,1844985,14871770,698.9574845495862,16887561,63.13925011741708
2018:Q1,120498395,36614372,30635124,27369404,3265720,464516,185852,5328880,83884023,1432110,9042530,42100,1621841,3480842,849186,583849,1857494,190313,1259130,1137908,86980,34242,18010411,11055454,8768139,1689238,26007190,261314,1213724,15474760,220520,14862213,9892765,3819883,303118,588081,258366,356114,35913,105023635,9395000,321586,297412,24174,17609930,17322521,287409,1863910,15133060,694.0013100456881,17476639,63.85465682774824
